date,1118300,1121000,1123000,1125490,1187300,1188000,1193500,1194000,1194500,1195100,1208950,1208990,index,gagecnt
12/8/2012,4,4,2,3,4,4,4,4,3,3,4,4,3.583333333,12
12/9/2012,4,4,3,4,4,4,4,4,4,4,4,4,3.916666667,12
12/10/2012,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12/11/2012,4,4,4,4,4,4,4,5,4,5,4,4,4.166666667,12
12/12/2012,4,3,4,4,4,3,4,4,4,4,4,4,3.833333333,12
12/13/2012,4,3,3,4,4,3,4,4,4,4,4,4,3.75,12
12/14/2012,3,3,3,4,3,3,3,4,3,4,4,3,3.333333333,12
12/15/2012,3,3,3,4,3,3,3,3,4,4,4,3,3.333333333,12
12/16/2012,3,3,3,3,3,3,3,4,4,4,4,3,3.333333333,12
12/17/2012,4,4,4,4,4,4,3,4,4,4,4,4,3.916666667,12
12/18/2012,5,5,4,4,6,6,5,6,5,4,6,5,5.083333333,12
12/19/2012,4,4,4,4,6,5,5,5,5,4,5,5,4.666666667,12
12/20/2012,4,4,4,4,5,4,4,4,4,4,4,4,4.083333333,12
12/21/2012,5,5,5,5,6,6,5,5,5,5,5,6,5.25,12
12/22/2012,5,5,5,5,6,6,6,6,5,5,5,6,5.416666667,12
12/23/2012,4,4,4,5,6,5,4,5,5,4,4,6,4.666666667,12
12/24/2012,4,4,4,4,5,4,4,4,4,4,4,5,4.166666667,12
12/25/2012,4,4,4,4,4,4,4,4,4,4,4,5,4.083333333,12
12/26/2012,4,4,4,4,4,4,4,4,4,4,4,4,4,12
12/27/2012,6,5,5,4,4,5,5,6,5,6,6,6,5.25,12
12/28/2012,6,5,5,4,4,5,5,5,5,6,5,6,5.083333333,12
12/29/2012,5,4,4,4,4,4,4,4,4,5,5,5,4.333333333,12
12/30/2012,5,4,4,4,4,4,4,4,4,4,4,5,4.166666667,12
12/31/2012,5,4,4,4,4,4,4,4,4,4,4,5,4.166666667,12
1/1/2013,5,4,4,4,4,4,4,4,4,4,4,4,4.083333333,12
1/2/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/3/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/4/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/5/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/6/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/7/2013,4,4,4,4,4,3,4,4,4,4,4,4,3.916666667,12
1/8/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/9/2013,4,4,3,4,4,4,4,4,4,4,4,4,3.916666667,12
1/10/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/11/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/12/2013,4,4,4,4,4,4,4,4,4,4,4,5,4.083333333,12
1/13/2013,5,5,4,4,5,6,5,5,4,4,4,5,4.666666667,12
1/14/2013,4,5,4,4,5,6,5,4,4,4,4,5,4.5,12
1/15/2013,4,4,4,4,5,5,4,4,4,4,4,5,4.25,12
1/16/2013,4,4,4,4,5,4,4,4,4,4,4,5,4.166666667,12
1/17/2013,5,4,4,4,5,4,4,4,4,5,5,5,4.416666667,12
1/18/2013,4,4,4,4,5,4,4,4,4,4,5,5,4.25,12
1/19/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/20/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/21/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/22/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
1/23/2013,4,4,4,4,4,3,4,4,4,4,3,4,3.833333333,12
1/24/2013,4,3,3,4,4,3,3,3,3,3,3,4,3.333333333,12
1/25/2013,4,3,3,4,3,3,3,2,3,3,3,4,3.166666667,12
1/26/2013,4,3,2,4,3,3,3,3,3,3,3,4,3.166666667,12
1/27/2013,3,3,2,3,3,2,3,3,3,3,3,4,2.916666667,12
1/28/2013,3,3,2,3,3,3,3,4,3,3,3,4,3.083333333,12
1/29/2013,4,4,3,3,3,4,3,4,4,3,4,4,3.583333333,12
1/30/2013,4,4,4,3,4,4,4,4,4,4,4,4,3.916666667,12
1/31/2013,5,7,6,5,7,7,5,6,5,5,6,7,5.916666667,12
2/1/2013,5,6,5,7,7,5,4,5,5,4,5,6,5.333333333,12
2/2/2013,4,4,4,7,5,4,4,4,4,4,4,4,4.333333333,12
2/3/2013,4,4,4,5,5,4,4,4,4,4,4,4,4.166666667,12
2/4/2013,4,4,4,5,5,4,4,4,4,4,4,4,4.166666667,12
2/5/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/6/2013,4,4,3,4,4,4,4,4,4,3,4,4,3.833333333,12
2/7/2013,4,4,4,4,4,4,3,3,3,3,4,4,3.666666667,12
2/8/2013,4,4,3,4,4,4,4,3,3,3,4,4,3.666666667,12
2/9/2013,5,5,4,4,4,4,4,4,4,4,4,4,4.166666667,12
2/10/2013,4,5,4,4,5,4,4,5,4,4,4,4,4.25,12
2/11/2013,5,5,4,4,5,4,5,4,4,5,4,4,4.416666667,12
2/12/2013,5,5,4,4,4,5,4,5,4,4,5,4,4.416666667,12
2/13/2013,5,4,4,4,4,4,4,4,4,5,4,4,4.166666667,12
2/14/2013,4,4,4,4,4,4,4,5,4,4,4,4,4.083333333,12
2/15/2013,5,4,4,4,4,4,4,4,4,4,4,4,4.083333333,12
2/16/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/17/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/18/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/19/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/20/2013,6,4,4,4,4,4,4,4,4,5,5,4,4.333333333,12
2/21/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/22/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/23/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
2/24/2013,5,4,5,4,4,4,5,5,5,5,5,4,4.583333333,12
2/25/2013,5,4,5,4,4,4,5,5,5,5,4,4,4.5,12
2/26/2013,4,4,4,4,4,4,4,5,5,5,5,4,4.333333333,12
2/27/2013,7,7,6,4,5,6,6,7,6,7,7,6,6.166666667,12
2/28/2013,7,7,7,7,6,6,7,7,7,7,6,7,6.75,12
3/1/2013,6,6,6,5,6,6,6,6,6,7,6,7,6.083333333,12
3/2/2013,5,6,6,5,5,5,6,6,6,5,5,6,5.5,12
3/3/2013,5,5,5,5,4,4,5,5,5,6,5,5,4.916666667,12
3/4/2013,5,5,5,5,4,4,5,5,5,5,5,5,4.833333333,12
3/5/2013,4,4,4,4,4,4,4,4,5,5,4,5,4.25,12
3/6/2013,4,4,4,4,4,4,4,4,4,5,4,4,4.083333333,12
3/7/2013,4,4,4,4,4,4,4,4,4,5,4,4,4.083333333,12
3/8/2013,4,4,4,4,4,4,4,5,4,5,5,4,4.25,12
3/9/2013,4,4,4,4,4,4,5,4,4,5,5,4,4.25,12
3/10/2013,4,4,4,4,4,4,5,5,5,5,5,5,4.5,12
3/11/2013,4,5,5,5,4,4,5,5,5,5,4,5,4.666666667,12
3/12/2013,4,6,5,5,6,6,6,7,6,6,6,6,5.75,12
3/13/2013,5,6,6,7,6,6,7,6,6,6,6,6,6.083333333,12
3/14/2013,4,6,5,7,6,5,6,6,6,5,4,6,5.5,12
3/15/2013,4,4,4,7,4,4,5,5,5,5,4,5,4.666666667,12
3/16/2013,4,4,4,5,4,4,5,4,4,4,4,5,4.25,12
3/17/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
3/18/2013,3,4,4,4,4,4,4,4,4,4,4,4,3.916666667,12
3/19/2013,4,4,4,4,4,4,5,6,5,5,5,5,4.583333333,12
3/20/2013,4,4,4,4,4,4,5,5,5,5,5,5,4.5,12
3/21/2013,4,4,4,4,4,4,4,5,4,4,4,4,4.083333333,12
3/22/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
3/23/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
3/24/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
3/25/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
3/26/2013,4,4,4,4,3,4,4,4,4,4,4,4,3.916666667,12
3/27/2013,4,4,4,4,3,4,4,4,4,4,4,4,3.916666667,12
3/28/2013,3,3,3,4,3,4,4,4,4,4,4,3,3.583333333,12
3/29/2013,3,4,3,4,4,4,4,4,4,3,4,3,3.666666667,12
3/30/2013,3,4,3,3,4,4,4,3,3,3,4,3,3.416666667,12
3/31/2013,3,3,3,3,4,4,4,3,3,3,4,4,3.416666667,12
4/1/2013,4,4,3,4,5,4,4,4,4,3,4,4,3.916666667,12
4/2/2013,3,4,3,4,4,4,4,4,4,3,4,4,3.75,12
4/3/2013,3,3,3,3,4,3,3,3,3,3,3,3,3.083333333,12
4/4/2013,3,3,3,3,4,3,3,3,2,2,3,3,2.916666667,12
4/5/2013,2,2,2,3,4,3,3,3,2,2,3,3,2.666666667,12
4/6/2013,2,2,2,3,4,3,3,3,2,2,3,2,2.583333333,12
4/7/2013,2,2,2,3,4,3,3,3,2,2,3,2,2.583333333,12
4/8/2013,2,2,2,3,4,3,3,3,2,2,3,3,2.666666667,12
4/9/2013,2,2,2,3,5,3,3,2,2,2,3,2,2.583333333,12
4/10/2013,2,3,3,3,5,4,3,3,2,2,3,2,2.916666667,12
4/11/2013,3,4,4,3,5,4,4,4,3,3,4,3,3.666666667,12
4/12/2013,4,4,4,4,5,4,4,3,3,3,4,3,3.75,12
4/13/2013,4,4,4,4,5,4,4,4,4,4,4,4,4.083333333,12
4/14/2013,4,4,3,4,4,4,4,3,4,3,4,4,3.75,12
4/15/2013,3,3,3,4,4,4,4,3,3,3,3,3,3.333333333,12
4/16/2013,3,3,3,4,4,3,3,3,3,3,4,3,3.25,12
4/17/2013,3,3,3,4,4,3,3,3,3,2,3,4,3.166666667,12
4/18/2013,3,3,2,4,4,3,3,3,3,3,3,4,3.166666667,12
4/19/2013,3,3,3,3,4,3,3,3,3,3,3,3,3.083333333,12
4/20/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
4/21/2013,4,4,4,4,4,3,4,3,4,3,3,3,3.583333333,12
4/22/2013,4,4,4,4,4,3,4,3,4,2,3,2,3.416666667,12
4/23/2013,4,3,3,4,4,3,3,3,3,1,3,2,3,12
4/24/2013,3,3,3,4,4,2,3,3,3,1,3,2,2.833333333,12
4/25/2013,3,2,3,3,3,3,3,2,3,1,3,2,2.583333333,12
4/26/2013,3,2,2,3,3,2,3,2,2,1,2,2,2.25,12
4/27/2013,3,2,2,2,3,2,2,2,2,1,2,2,2.083333333,12
4/28/2013,2,2,2,1,3,2,2,2,2,1,2,2,1.916666667,12
4/29/2013,2,2,2,3,3,2,2,2,2,1,2,1,2,12
4/30/2013,2,2,2,3,3,2,2,2,2,1,2,2,2.083333333,12
5/1/2013,2,2,2,1,3,2,2,2,2,1,2,2,1.916666667,12
5/2/2013,2,2,2,1,2,2,2,2,2,1,1,1,1.666666667,12
5/3/2013,2,2,1,1,2,2,2,2,2,1,1,1,1.583333333,12
5/4/2013,2,1,1,1,2,2,2,2,2,1,1,1,1.5,12
5/5/2013,1,1,1,1,2,2,2,1,1,1,1,1,1.25,12
5/6/2013,2,2,1,1,2,2,2,1,2,1,2,1,1.583333333,12
5/7/2013,2,2,1,1,2,2,2,1,1,1,2,1,1.5,12
5/8/2013,2,2,1,1,3,2,3,2,2,2,4,3,2.25,12
5/9/2013,2,4,3,1,4,4,6,4,4,3,4,4,3.583333333,12
5/10/2013,2,4,3,4,4,4,6,4,4,4,4,4,3.916666667,12
5/11/2013,3,4,3,4,4,4,4,4,3,4,4,4,3.75,12
5/12/2013,4,4,3,4,4,4,4,4,4,4,4,4,3.916666667,12
5/13/2013,2,3,3,4,4,3,4,4,3,4,3,3,3.333333333,12
5/14/2013,2,2,2,3,4,2,4,4,2,3,3,3,2.833333333,12
5/15/2013,4,2,2,3,3,2,3,3,2,3,3,3,2.75,12
5/16/2013,4,3,2,3,3,3,3,3,2,3,3,4,3,12
5/17/2013,2,2,2,3,3,2,3,1,1,2,3,3,2.25,12
5/18/2013,2,2,2,2,3,2,2,1,1,2,3,2,2,12
5/19/2013,2,2,1,1,2,3,3,1,1,2,3,2,1.916666667,12
5/20/2013,3,3,2,1,3,3,3,3,3,4,4,3,2.916666667,12
5/21/2013,2,3,2,3,3,3,3,3,3,3,4,3,2.916666667,12
5/22/2013,3,4,2,4,4,3,3,2,2,3,4,2,3,12
5/23/2013,4,4,2,5,6,5,3,2,2,3,3,7,3.833333333,12
5/24/2013,5,6,4,5,6,6,5,4,4,4,4,7,5,12
5/25/2013,5,5,4,5,6,6,6,5,5,4,5,6,5.166666667,12
5/26/2013,4,4,4,4,6,5,5,4,4,4,4,6,4.5,12
5/27/2013,4,4,4,4,5,4,4,4,4,4,4,6,4.25,12
5/28/2013,4,4,4,4,5,4,4,4,4,3,4,6,4.166666667,12
5/29/2013,4,4,4,4,6,4,4,4,4,4,4,6,4.333333333,12
5/30/2013,4,6,5,5,6,6,5,4,4,4,4,5,4.833333333,12
5/31/2013,4,5,4,5,6,5,4,4,4,3,4,5,4.416666667,12
6/1/2013,3,4,4,4,5,4,4,3,3,3,3,4,3.666666667,12
6/2/2013,3,4,3,4,5,4,4,3,3,2,3,4,3.5,12
6/3/2013,4,4,4,4,6,5,5,4,4,4,5,5,4.5,12
6/4/2013,4,4,4,4,6,4,5,4,4,4,4,5,4.333333333,12
6/5/2013,3,4,4,4,5,4,4,3,4,4,4,4,3.916666667,12
6/6/2013,2,4,3,4,4,4,4,3,3,3,4,4,3.5,12
6/7/2013,5,6,5,5,6,6,6,7,4,6,6,6,5.666666667,12
6/8/2013,7,7,7,7,7,7,7,7,7,7,7,7,7,12
6/9/2013,6,6,6,7,6,6,6,7,7,7,6,7,6.416666667,12
6/10/2013,6,6,6,7,6,5,6,7,6,6,6,6,6.083333333,12
6/11/2013,7,7,7,7,7,7,7,7,7,7,7,7,7,12
6/12/2013,6,7,7,7,7,6,7,7,7,6,7,7,6.75,12
6/13/2013,6,6,6,7,6,6,7,7,6,6,5,7,6.25,12
6/14/2013,6,7,6,7,7,7,7,7,7,7,7,7,6.833333333,12
6/15/2013,6,7,6,7,6,6,7,7,7,7,6,7,6.583333333,12
6/16/2013,6,6,6,7,6,6,6,7,7,6,6,7,6.333333333,12
6/17/2013,6,6,6,7,5,6,6,7,6,6,6,6,6.083333333,12
6/18/2013,6,6,6,7,6,6,6,6,6,6,5,6,6,12
6/19/2013,5,5,6,7,6,6,6,6,6,5,6,6,5.833333333,12
6/20/2013,5,5,6,7,6,5,6,5,6,5,5,6,5.583333333,12
6/21/2013,5,5,6,7,6,5,6,5,5,5,5,6,5.5,12
6/22/2013,5,5,5,5,5,5,6,5,5,5,5,6,5.166666667,12
6/23/2013,5,5,5,6,5,5,6,5,5,5,5,6,5.25,12
6/24/2013,5,5,5,5,5,5,5,4,5,4,5,5,4.833333333,12
6/25/2013,5,5,5,6,5,5,5,4,5,4,5,5,4.916666667,12
6/26/2013,4,5,5,5,5,5,5,4,5,4,5,5,4.75,12
6/27/2013,4,5,5,5,5,5,5,4,5,4,5,5,4.75,12
6/28/2013,5,5,6,5,6,6,6,5,5,5,5,6,5.416666667,12
6/29/2013,5,5,6,5,6,5,6,4,5,5,5,5,5.166666667,12
6/30/2013,5,5,5,6,5,5,6,4,5,4,4,5,4.916666667,12
7/1/2013,5,5,5,5,6,6,6,5,5,5,5,6,5.333333333,12
7/2/2013,6,5,5,5,6,6,6,5,5,5,5,6,5.416666667,12
7/3/2013,6,5,5,5,6,5,5,5,5,5,5,6,5.25,12
7/4/2013,5,5,5,5,6,5,5,4,5,5,5,5,5,12
7/5/2013,5,4,5,4,5,5,5,4,4,4,4,5,4.5,12
7/6/2013,5,4,4,5,5,4,5,4,4,4,4,5,4.416666667,12
7/7/2013,4,4,5,5,5,4,5,4,4,4,4,5,4.416666667,12
7/8/2013,4,4,4,5,5,5,5,4,4,4,4,4,4.333333333,12
7/9/2013,5,5,4,5,6,5,4,4,4,4,4,4,4.5,12
7/10/2013,5,5,5,5,6,6,5,4,5,4,4,5,4.916666667,12
7/11/2013,6,5,5,5,7,6,6,6,5,5,7,5,5.666666667,12
7/12/2013,5,5,5,5,6,5,6,5,6,6,5,5,5.333333333,12
7/13/2013,5,5,4,5,5,5,5,5,5,5,5,5,4.916666667,12
7/14/2013,4,5,4,5,5,5,5,4,5,5,5,5,4.75,12
7/15/2013,4,5,4,5,5,4,5,4,4,4,5,4,4.416666667,12
7/16/2013,4,4,4,5,5,4,5,4,4,4,4,4,4.25,12
7/17/2013,4,4,4,5,4,4,4,4,4,4,4,4,4.083333333,12
7/18/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
7/19/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
7/20/2013,4,4,4,5,4,4,4,4,4,4,4,4,4.083333333,12
7/21/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
7/22/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
7/23/2013,4,5,6,4,5,5,5,4,4,4,4,7,4.75,12
7/24/2013,4,5,5,5,5,4,5,4,4,5,4,6,4.666666667,12
7/25/2013,4,5,7,6,5,4,5,4,6,5,4,6,5.083333333,12
7/26/2013,4,6,7,6,5,5,6,6,6,5,4,5,5.416666667,12
7/27/2013,4,5,7,5,4,5,6,5,6,5,4,5,5.083333333,12
7/28/2013,4,5,6,5,4,4,5,5,5,5,4,4,4.666666667,12
7/29/2013,4,4,6,5,4,4,4,4,4,4,4,4,4.25,12
7/30/2013,4,4,5,5,4,4,4,4,4,5,4,4,4.25,12
7/31/2013,4,4,5,5,4,4,4,4,4,4,4,4,4.166666667,12
8/1/2013,4,4,5,5,4,4,4,4,4,4,4,4,4.166666667,12
8/2/2013,4,4,6,5,4,6,5,4,4,4,5,5,4.666666667,12
8/3/2013,4,4,5,5,5,5,5,4,4,4,4,5,4.5,12
8/4/2013,4,5,6,5,4,4,5,4,4,4,4,4,4.416666667,12
8/5/2013,4,4,5,5,4,4,5,4,4,4,4,4,4.25,12
8/6/2013,4,4,5,5,4,4,4,4,4,4,4,4,4.166666667,12
8/7/2013,4,4,5,4,4,4,4,4,4,4,4,4,4.083333333,12
8/8/2013,3,4,5,4,4,4,4,4,4,4,4,4,4,12
8/9/2013,4,6,5,4,7,6,5,5,4,4,4,4,4.833333333,12
8/10/2013,4,6,6,6,6,5,5,4,5,4,4,5,5,12
8/11/2013,4,5,5,6,6,5,5,4,4,4,4,4,4.666666667,12
8/12/2013,4,4,5,5,5,4,4,4,4,4,4,4,4.25,12
8/13/2013,4,4,5,5,5,4,4,4,4,4,4,4,4.25,12
8/14/2013,4,4,5,5,6,4,4,4,4,4,4,4,4.333333333,12
8/15/2013,4,4,5,4,5,4,4,4,4,4,4,4,4.166666667,12
8/16/2013,4,4,4,4,5,4,4,4,4,4,4,4,4.083333333,12
8/17/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
8/18/2013,3,4,4,4,4,4,4,4,4,4,4,4,3.916666667,12
8/19/2013,3,4,4,4,4,4,4,4,4,4,4,4,3.916666667,12
8/20/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
8/21/2013,4,4,4,4,4,4,4,4,4,4,4,4,4,12
8/22/2013,3,4,4,4,4,4,4,4,4,3,4,4,3.833333333,12
8/23/2013,3,4,4,4,4,4,4,4,4,3,4,4,3.833333333,12
8/24/2013,3,4,4,4,4,4,4,4,4,3,4,4,3.833333333,12
8/25/2013,3,4,4,4,4,4,4,4,4,3,4,4,3.833333333,12
8/26/2013,3,4,4,4,4,4,4,4,4,3,4,4,3.833333333,12
8/27/2013,6,5,6,5,6,6,6,5,5,4,4,4,5.166666667,12
8/28/2013,6,4,5,5,6,5,6,5,5,5,4,4,5,12
8/29/2013,4,4,5,4,5,4,6,4,4,4,4,4,4.333333333,12
8/30/2013,4,4,4,4,5,4,6,4,4,4,4,4,4.25,12
8/31/2013,4,4,4,4,5,4,5,4,4,4,4,4,4.166666667,12
9/1/2013,6,5,4,5,6,6,5,4,4,4,4,4,4.75,12
9/2/2013,7,5,5,5,7,6,6,5,5,4,4,7,5.5,12
9/3/2013,7,5,5,5,6,6,6,5,5,4,4,7,5.416666667,12
9/4/2013,6,5,5,5,6,5,5,5,4,4,4,6,5,12
9/5/2013,5,5,5,5,6,5,5,5,4,4,4,6,4.916666667,12
9/6/2013,5,5,4,4,6,4,4,4,4,4,4,5,4.416666667,12
9/7/2013,4,4,4,4,5,4,4,4,4,3,4,5,4.083333333,12
9/8/2013,4,4,4,4,5,4,4,4,4,3,4,5,4.083333333,12
9/9/2013,4,4,4,4,5,4,4,4,4,3,4,5,4.083333333,12
9/10/2013,5,4,4,4,5,4,4,4,4,3,4,4,4.083333333,12
9/11/2013,5,4,4,4,5,4,4,4,4,4,4,4,4.166666667,12
9/12/2013,4,4,4,4,5,5,4,4,4,4,4,6,4.333333333,12
9/13/2013,5,5,5,5,6,5,5,4,5,4,5,6,5,12
9/14/2013,5,5,5,5,5,5,5,4,4,4,4,6,4.75,12
9/15/2013,4,4,4,5,5,4,4,4,4,4,4,5,4.25,12
9/16/2013,4,5,4,5,5,4,4,4,4,4,4,5,4.333333333,12
9/17/2013,4,4,4,4,5,4,4,4,4,4,3,5,4.083333333,12
9/18/2013,4,4,4,4,5,4,4,4,4,3,3,4,3.916666667,12
9/19/2013,4,4,4,4,4,4,4,4,4,3,3,4,3.833333333,12
9/20/2013,4,4,4,4,4,4,4,4,4,3,3,4,3.833333333,12
9/21/2013,4,4,4,4,4,4,4,4,4,3,3,4,3.833333333,12
9/22/2013,5,5,4,4,5,4,5,4,4,4,4,6,4.5,12
9/23/2013,4,5,4,4,5,4,4,4,4,4,4,5,4.25,12
9/24/2013,4,5,4,4,5,4,4,4,4,4,4,5,4.25,12
9/25/2013,4,4,4,4,5,4,4,4,4,3,4,4,4,12
9/26/2013,5,4,4,4,4,4,4,4,4,3,3,4,3.916666667,12
9/27/2013,5,4,4,4,4,4,4,4,4,2,3,4,3.833333333,12
9/28/2013,4,4,4,4,4,4,4,4,4,3,3,4,3.833333333,12
9/29/2013,4,4,4,4,4,4,4,4,4,3,3,4,3.833333333,12
9/30/2013,4,4,4,4,4,4,4,4,4,3,3,4,3.833333333,12
10/1/2013,4,4,4,4,4,4,4,4,3,3,3,4,3.75,12
10/2/2013,3,4,4,4,4,3,4,3,3,3,3,4,3.5,12
10/3/2013,3,4,3,4,4,4,3,3,3,2,2,4,3.25,12
10/4/2013,3,4,3,4,4,3,3,3,3,2,2,4,3.166666667,12
10/5/2013,3,4,4,4,4,4,4,3,3,2,2,4,3.416666667,12
10/6/2013,3,4,4,4,4,6,4,4,3,2,2,4,3.666666667,12
10/7/2013,4,4,4,4,4,5,4,4,4,3,3,4,3.916666667,12
10/8/2013,4,4,4,4,5,5,4,4,4,2,3,4,3.916666667,12
10/9/2013,3,4,4,4,4,4,4,4,4,2,2,4,3.583333333,12
10/10/2013,3,4,4,4,4,4,4,3,3,1,2,4,3.333333333,12
10/11/2013,3,4,4,4,4,4,4,4,2,1,2,4,3.333333333,12
10/12/2013,3,4,4,4,4,4,3,4,2,2,2,4,3.333333333,12
10/13/2013,3,4,3,4,4,4,3,3,2,3,2,4,3.25,12
10/14/2013,3,4,3,4,4,4,3,3,2,3,2,4,3.25,12
10/15/2013,3,4,3,4,4,4,3,3,2,3,2,4,3.25,12
10/16/2013,3,3,3,4,4,4,3,3,2,3,2,4,3.166666667,12
10/17/2013,3,3,3,4,4,4,3,3,2,2,2,4,3.083333333,12
10/18/2013,3,4,3,4,4,4,3,3,2,2,2,4,3.166666667,12
10/19/2013,4,3,3,4,4,4,3,3,2,2,2,4,3.166666667,12
10/20/2013,3,3,3,4,4,4,2,3,2,2,2,4,3,12
10/21/2013,2,3,2,4,4,4,2,3,2,3,2,3,2.833333333,12
10/22/2013,2,4,2,4,4,4,3,3,2,2,2,3,2.916666667,12
10/23/2013,2,4,3,4,4,4,3,2,2,2,2,3,2.916666667,12
10/24/2013,2,3,2,4,4,4,3,2,2,2,2,3,2.75,12
10/25/2013,2,3,3,4,4,3,2,2,2,1,1,3,2.5,12
10/26/2013,2,2,2,4,3,3,2,2,2,2,1,3,2.333333333,12
10/27/2013,2,2,2,4,3,3,2,2,2,1,1,3,2.25,12
10/28/2013,2,2,2,4,3,3,2,1,1,1,1,3,2.083333333,12
10/29/2013,2,2,2,4,3,3,2,1,1,1,1,2,2,12
10/30/2013,2,2,2,4,3,3,2,1,1,1,2,3,2.166666667,12
10/31/2013,2,3,2,4,3,3,2,2,1,1,2,2,2.25,12
11/1/2013,2,4,3,4,4,4,2,2,1,3,2,3,2.833333333,12
11/2/2013,3,4,3,4,4,4,3,3,2,3,3,3,3.25,12
11/3/2013,2,4,2,4,4,4,3,2,2,3,2,3,2.916666667,12
11/4/2013,2,4,2,3,3,4,3,2,1,3,2,3,2.666666667,12
11/5/2013,2,4,2,3,3,4,2,2,1,3,2,3,2.583333333,12
11/6/2013,2,4,2,3,3,3,2,2,1,3,2,3,2.5,12
11/7/2013,2,4,2,3,3,3,3,2,1,3,2,3,2.583333333,12
11/8/2013,3,3,3,3,3,3,3,3,2,4,2,3,2.916666667,12
11/9/2013,2,3,2,3,3,3,3,2,2,4,2,3,2.666666667,12
11/10/2013,2,2,2,3,3,3,3,2,2,4,2,3,2.583333333,12
11/11/2013,2,2,3,3,3,3,3,2,1,3,2,3,2.5,12
11/12/2013,2,2,2,3,4,3,3,2,1,3,2,3,2.5,12
11/13/2013,2,3,2,3,4,3,3,2,1,3,2,3,2.583333333,12
11/14/2013,2,3,2,3,4,3,3,2,1,4,2,2,2.583333333,12
11/15/2013,2,3,2,1,4,3,2,2,1,4,2,3,2.416666667,12
11/16/2013,2,2,2,3,4,3,2,2,1,4,2,2,2.416666667,12
11/17/2013,2,2,2,3,4,3,2,2,1,4,2,2,2.416666667,12
11/18/2013,3,3,3,3,4,3,4,4,2,4,2,3,3.166666667,12
11/19/2013,3,3,3,4,4,4,4,3,3,4,2,3,3.333333333,12
11/20/2013,2,3,3,3,4,3,3,2,2,4,2,2,2.75,12
11/21/2013,1,3,2,3,4,3,2,2,1,4,1,2,2.333333333,12
11/22/2013,1,2,2,3,4,3,2,2,1,4,1,3,2.333333333,12
11/23/2013,1,3,2,3,4,3,3,2,1,4,1,4,2.583333333,12
11/24/2013,1,2,2,3,3,2,2,2,1,4,1,3,2.166666667,12
11/25/2013,1,2,2,3,3,2,2,1,1,4,2,3,2.166666667,12
11/26/2013,1,1,2,1,3,3,2,1,1,4,1,2,1.833333333,12
11/27/2013,6,6,6,4,6,6,6,6,4,5,5,6,5.5,12
11/28/2013,5,5,5,5,6,5,6,5,5,4,4,6,5.083333333,12
11/29/2013,4,4,4,5,5,4,4,4,4,4,4,4,4.166666667,12
11/30/2013,4,4,4,5,4,4,4,4,4,3,3,4,3.916666667,12
12/1/2013,4,4,4,4,4,4,4,4,3,3,3,4,3.75,12
12/2/2013,4,4,4,4,4,4,4,4,3,3,3,4,3.75,12
12/3/2013,4,3,4,4,4,4,4,3,3,2,3,4,3.5,12
12/4/2013,4,3,4,4,4,3,4,3,3,2,2,4,3.333333333,12
12/5/2013,3,3,4,4,4,4,3,3,3,2,2,4,3.25,12
12/6/2013,3,3,4,4,4,4,3,3,3,3,2,4,3.333333333,12
12/7/2013,4,4,4,4,4,5,4,4,4,4,4,4,4.083333333,12
12/8/2013,4,4,4,4,4,4,4,4,4,4,3,4,3.916666667,12
12/9/2013,4,4,4,4,4,4,4,4,4,4,3,4,3.916666667,12
